"Pathway","Global_chisq","Global_df","Global_P"
"Endfoot_Organization",21.3737016928758,5,0.000688383804904674
"Homeostatic_Astrocytes",20.9496482836813,5,0.000827995951141677
"Reactive_Astrocytes",24.4459699473104,5,0.000178193843116774
"BBB_Specialization",23.070322036008,5,0.000327274949596414
"Endothelial_Angiogenesis",23.6517224337488,5,0.000253252312022568
"Basement_Membrane",22.0411794990657,5,0.000514244073924013
"ECM_Remodeling",22.3749001781833,5,0.000444277051466664
"Neuroinflammation",22.2575701138739,5,0.000467733730773659
